175809    9758.712    62.5    47.7
175810    0758.795    37.7    46.6
175811    1758.879    43.0    45.6
175812    2758.962    43.0    46.0
175901    1759.047    48.3    46.5
175902    2759.128    44.0    48.1
175903    3759.209    46.8    50.1
175904    4759.292    47.0    51.6
175905    5759.376    49.0    52.7
175906    6759.459    50.0    53.4
175907    7759.543    51.0    54.8
175908    8759.628    71.3    56.2
175909    9759.711    77.2    58.0
175910    0759.795    59.7    59.6
175911    1759.878    46.3    61.1
175912    2759.962    57.0    62.0
176001    1760.047    67.3    62.5
176002    2760.129    59.5    63.3
176003    3760.211    74.7    62.8
176004    4760.294    58.3    61.8
176005    5760.378    72.0    62.0
176006    6760.461    48.3    62.7
176007    7760.545    66.0    63.0
176008    8760.630    75.6    64.4
176009    9760.713    61.3    66.0
176010    0760.797    50.6    66.8
176011    1760.880    59.7    68.8
176012    2760.964    61.0    72.4
176101    1761.049    70.0    75.7
176102    2761.129    91.0    77.5
176103    3761.210    80.7    79.8
176104    4761.294    71.7    83.0
176105    5761.377   107.2    85.9
176106    6761.461    99.3    86.5
176107    7761.544    94.1    84.8
176108    8761.629    91.1    82.9
176109    9761.713   100.7    80.7
176110    0761.796    88.7    78.8
176111    1761.880    89.7    75.5
176112    2761.963    46.0    71.7
176201    1762.048    43.8    68.3
176202    2762.129    72.8    64.8
176203    3762.209    45.7    62.5
176204    4762.293    60.2    60.4
176205    5762.376    39.9    59.0
176206    6762.460    77.1    59.8
176207    7762.543    33.8    61.7
176208    8762.628    67.7    60.5
176209    9762.712    68.5    58.3
176210    0762.795    69.3    56.7
176211    1762.879    77.8    55.3
176212    2762.962    77.2    53.2
176301    1763.047    56.5    52.4
176302    2763.128    31.9    51.5
176303    3763.209    34.2    49.8
176304    4763.292    32.9    48.8
176305    5763.376    32.7    47.1
176306    6763.459    35.8    45.8
176307    7763.543    54.2    45.3
176308    8763.628    26.5    46.5
176309    9763.711    68.1    47.9
176310    0763.795    46.3    48.3
176311    1763.878    60.9    48.8
176312    2763.962    61.4    49.1
176401    1764.047    59.7    47.8
176402    2764.129    59.7    46.9
176403    3764.211    40.2    45.4
176404    4764.294    34.4    43.0
176405    5764.378    44.3    40.8
176406    6764.461    30.0    37.8
176407    7764.545    30.0    34.9
176408    8764.630    30.0    32.0
176409    9764.713    28.2    29.9
176410    0764.797    28.0    28.8
176411    1764.880    26.0    27.3
176412    2764.964    25.7    25.8
176501    1765.049    24.0    25.3
176502    2765.129    26.0    25.2
176503    3765.210    25.0    24.6
176504    4765.294    22.0    23.6
176505    5765.377    20.2    22.5
176506    6765.461    20.0    21.4
176507    7765.544    27.0    20.4
176508    8765.629    29.7    19.3
176509    9765.713    16.0    19.1
176510    0765.796    14.0    19.0
176511    1765.880    14.0    18.6
176512    2765.963    13.0    18.1
176601    1766.048    12.0    16.4
176602    2766.129    11.0    14.4
176603    3766.209    36.6    12.8
176604    4766.293     6.0    12.0
176605    5766.376    26.8    11.2
176606    6766.460     3.0    11.2
176607    7766.543     3.3    12.1
176608    8766.628     4.0    13.5
176609    9766.712     4.3    14.5
176610    0766.795     5.0    15.9
176611    1766.879     5.7    17.2
176612    2766.962    19.2    18.6
176701    1767.047    27.4    20.6
176702    2767.128    30.0    22.9
176703    3767.209    43.0    26.0
176704    4767.292    32.9    29.3
176705    5767.376    29.8    32.9
176706    6767.459    33.3    36.4
176707    7767.543    21.9    38.9
176708    8767.628    40.8    41.5
176709    9767.711    42.7    43.1
176710    0767.795    44.1    43.7
176711    1767.878    54.7    46.1
176712    2767.962    53.3    49.9
176801    1768.047    53.5    53.0
176802    2768.129    66.1    55.4
176803    3768.211    46.3    57.8
176804    4768.294    42.7    60.6
176805    5768.378    77.7    63.5
176806    6768.461    77.4    67.4
176807    7768.545    52.6    70.7
176808    8768.630    66.8    71.5
176809    9768.713    74.8    72.1
176810    0768.797    77.8    75.1
176811    1768.880    90.6    77.2
176812    2768.964   111.8    77.8
176901    1769.049    73.9    81.2
176902    2769.129    64.2    86.2
176903    3769.210    64.3    91.5
176904    4769.294    96.7    97.9
176905    5769.377    73.6   103.7
176906    6769.461    94.4   106.1
176907    7769.544   118.6   107.3
176908    8769.629   120.3   111.9
176909    9769.713   148.8   115.8
176910    0769.796   158.2   114.5
176911    1769.880   148.1   112.5
176912    2769.963   112.0   111.9
177001    1770.048   104.0   111.1
177002    2770.129   142.5   110.9
177003    3770.209    80.1   109.3
177004    4770.293    51.0   105.2
177005    5770.376    70.1   102.3
177006    6770.460    83.3   101.2
177007    7770.543   109.8    98.0
177008    8770.628   126.3    91.1
177009    9770.712   104.4    85.7
177010    0770.795   103.6    84.9
177011    1770.879   132.2    88.9
177012    2770.962   102.3    93.9
177101    1771.047    36.0    93.6
177102    2771.128    46.2    89.0
177103    3771.209    46.7    86.1
177104    4771.292    64.9    85.4
177105    5771.376   152.7    83.5
177106    6771.459   119.5    81.9
177107    7771.543    67.7    84.3
177108    8771.628    58.5    88.9
177109    9771.711   101.4    90.1
177110    0771.795    90.0    90.5
177111    1771.878    99.7    86.9
177112    2771.962    95.7    79.5
177201    1772.047   100.9    77.3
177202    2772.129    90.8    77.6
177203    3772.211    31.1    75.4
177204    4772.294    92.2    72.8
177205    5772.378    38.0    70.7
177206    6772.461    57.0    67.8
177207    7772.545    77.3    64.6
177208    8772.630    56.2    60.1
177209    9772.713    50.5    58.3
177210    0772.797    78.6    56.7
177211    1772.880    61.3    54.3
177212    2772.964    64.0    53.3
177301    1773.049    54.6    50.0
177302    2773.129    29.0    46.1
177303    3773.210    51.2    43.5
177304    4773.294    32.9    40.4
177305    5773.377    41.1    37.4
177306    6773.461    28.4    35.6
177307    7773.544    27.7    34.5
177308    8773.629    12.7    35.6
177309    9773.713    29.3    37.3
177310    0773.796    26.3    38.0
177311    1773.880    40.9    38.9
177312    2773.963    43.2    39.3
177401    1774.048    46.8    38.9
177402    2774.129    65.4    38.2
177403    3774.209    55.7    37.1
177404    4774.293    43.8    35.6
177405    5774.376    51.3    34.2
177406    6774.460    28.5    31.9
177407    7774.543    17.5    28.9
177408    8774.628     6.6    24.4
177409    9774.712     7.9    19.8
177410    0774.795    14.0    16.6
177411    1774.879    17.7    13.3
177412    2774.962    12.2    10.6
177501    1775.047     4.4     9.3
177502    2775.128     0.0     8.6
177503    3775.209    11.6     8.5
177504    4775.292    11.2     7.9
177505    5775.376     3.9     7.5
177506    6775.459    12.3     7.2
177507    7775.543     1.0     7.7
177508    8775.628     7.9     8.9
177509    9775.711     3.2     9.2
177510    0775.795     5.6     9.4
177511    1775.878    15.1    10.2
177512    2775.962     7.9    10.7
177601    1776.047    21.7    11.0
177602    2776.129    11.6    11.7
177603    3776.211     6.3    12.9
177604    4776.294    21.8    14.5
177605    5776.378    11.2    16.3
177606    6776.461    19.0    18.5
177607    7776.545     1.0    20.8
177608    8776.630    24.2    22.8
177609    9776.713    16.0    25.2
177610    0776.797    30.0    29.6
177611    1776.880    35.0    35.6
177612    2776.964    40.0    41.0
177701    1777.049    45.0    47.5
177702    2777.129    36.5    55.1
177703    3777.210    39.0    62.9
177704    4777.294    95.5    70.3
177705    5777.377    80.3    78.1
177706    6777.461    80.7    87.6
177707    7777.544    95.0    98.0
177708    8777.629   112.0   106.6
177709    9777.713   116.2   113.6
177710    0777.796   106.5   119.6
177711    1777.880   146.0   128.2
177712    2777.963   157.3   138.6
177801    1778.048   177.3   144.8
177802    2778.129   109.3   148.4
177803    3778.209   134.0   151.9
177804    4778.293   145.0   156.3
177805    5778.376   238.9   158.5
177806    6778.460   171.6   156.5
177807    7778.543   153.0   151.8
177808    8778.628   140.0   151.5
177809    9778.712   171.7   153.2
177810    0778.795   156.3   152.5
177811    1778.879   150.3   148.4
177812    2778.962   105.0   141.9
177901    1779.047   114.7   139.0
177902    2779.128   165.7   137.5
177903    3779.209   118.0   133.8
177904    4779.292   145.0   129.9
177905    5779.376   140.0   127.0
177906    6779.459   113.7   125.7
177907    7779.543   143.0   124.1
177908    8779.628   112.0   119.4
177909    9779.711   111.0   115.7
177910    0779.795   124.0   112.8
177911    1779.878   114.0   109.4
177912    2779.962   110.0   106.9
178001    1780.047    70.0   103.5
178002    2780.129    98.0   100.0
178003    3780.211    98.0    98.2
178004    4780.294    95.0    95.5
178005    5780.378   107.2    91.3
178006    6780.461    88.0    86.9
178007    7780.545    86.0    86.0
178008    8780.630    86.0    86.2
178009    9780.713    93.7    83.4
178010    0780.797    77.0    80.4
178011    1780.880    60.0    79.2
178012    2780.964    58.7    79.5
178101    1781.049    98.7    79.4
178102    2781.129    74.7    78.0
178103    3781.210    53.0    75.4
178104    4781.294    68.3    71.5
178105    5781.377   104.7    69.8
178106    6781.461    97.7    69.1
178107    7781.544    73.5    66.2
178108    8781.629    66.0    62.8
178109    9781.713    51.0    60.6
178110    0781.796    27.3    58.8
178111    1781.880    67.0    55.6
178112    2781.963    35.2    51.0
178201    1782.048    54.0    47.0
178202    2782.129    37.5    44.5
178203    3782.209    37.0    42.9
178204    4782.293    41.0    42.0
178205    5782.376    54.3    40.4
178206    6782.460    38.0    38.7
178207    7782.543    37.0    37.4
178208    8782.628    44.0    36.3
178209    9782.712    34.0    36.0
178210    0782.795    23.2    35.0
178211    1782.879    31.5    33.2
178212    2782.962    30.0    31.3
178301    1783.047    28.0    30.6
178302    2783.128    38.7    29.4
178303    3783.209    26.7    27.7
178304    4783.292    28.3    26.4
178305    5783.376    23.0    25.1
178306    6783.459    25.2    23.6
178307    7783.543    32.2    22.2
178308    8783.628    20.0    20.3
178309    9783.711    18.0    18.3
178310    0783.795     8.0    16.9
178311    1783.878    15.0    15.5
178312    2783.962    10.5    14.1
178401    1784.047    13.0    12.3
178402    2784.129     8.0    10.8
178403    3784.211    11.0    10.0
178404    4784.294    10.0     9.7
178405    5784.378     6.0     9.8
178406    6784.461     9.0    10.0
178407    7784.545     6.0     9.9
178408    8784.630    10.0     9.6
178409    9784.713    10.0     9.5
178410    0784.797     8.0     9.7
178411    1784.880    17.0    10.5
178412    2784.964    14.0    11.9
178501    1785.049     6.5    13.9
178502    2785.129     8.0    15.5
178503    3785.210     9.0    16.9
178504    4785.294    15.7    19.4
178505    5785.377    20.7    22.0
178506    6785.461    26.3    23.5
178507    7785.544    36.3    25.4
178508    8785.629    20.0    28.3
178509    9785.713    32.0    31.6
178510    0785.796    47.2    36.1
178511    1785.880    40.2    42.0
178512    2785.963    27.3    46.3
178601    1786.048    37.2    49.6
178602    2786.129    47.6    54.5
178603    3786.209    47.7    60.7
178604    4786.293    85.4    66.7
178605    5786.376    92.3    72.6
178606    6786.460    59.0    79.3
178607    7786.543    83.0    86.9
178608    8786.628    89.7    93.4
178609    9786.712   111.5    97.5
178610    0786.795   112.3   100.9
178611    1786.879   116.0   104.4
178612    2786.962   112.7   107.9
178701    1787.047   134.7   111.4
178702    2787.128   106.0   115.3
178703    3787.209    87.4   119.2
178704    4787.292   127.2   122.9
178705    5787.376   134.8   125.9
178706    6787.459    99.2   129.5
178707    7787.543   128.0   132.2
178708    8787.628   137.2   133.3
178709    9787.711   157.3   136.6
178710    0787.795   157.0   138.1
178711    1787.878   141.5   136.4
178712    2787.962   174.0   137.8
178801    1788.047   138.0   140.7
178802    2788.129   129.2   141.2
178803    3788.211   143.3   140.4
178804    4788.294   108.5   139.1
178805    5788.378   113.0   136.6
178806    6788.461   154.2   132.8
178807    7788.545   141.5   129.9
178808    8788.630   136.0   128.7
178809    9788.713   141.0   127.6
178810    0788.797   142.0   127.3
178811    1788.880    94.7   128.3
178812    2788.964   129.5   127.3
178901    1789.049   114.0   124.9
178902    2789.129   125.3   122.5
178903    3789.210   120.0   119.9
178904    4789.294   123.3   116.5
178905    5789.377   123.5   116.0
178906    6789.461   120.0   117.9
178907    7789.544   117.0   117.7
178908    8789.629   103.0   117.3
178909    9789.713   112.0   116.4
178910    0789.796    89.7   114.2
178911    1789.880   134.0   111.7
178912    2789.963   135.5   109.2
179001    1790.048   103.0   106.0
179002    2790.129   127.5   103.4
179003    3790.209    96.3   101.2
179004    4790.293    94.0    99.6
179005    5790.376    93.0    97.2
179006    6790.460    91.0    92.5
179007    7790.543    69.3    88.6
179008    8790.628    87.0    84.6
179009    9790.712    77.3    81.0
179010    0790.795    84.3    79.4
179011    1790.879    82.0    77.8
179012    2790.962    74.0    75.9
179101    1791.047    72.7    74.9
179102    2791.128    62.0    73.1
179103    3791.209    74.0    70.8
179104    4791.292    77.2    69.4
179105    5791.376    73.7    67.9
179106    6791.459    64.2    66.9
179107    7791.543    71.0    66.0
179108    8791.628    43.0    65.4
179109    9791.711    66.5    65.1
179110    0791.795    61.7    64.5
179111    1791.878    67.0    64.0
179112    2791.962    66.0    63.4
179201    1792.047    58.0    62.2
179202    2792.129    64.0    61.9
179203    3792.211    63.0    62.2
179204    4792.294    75.7    61.8
179205    5792.378    62.0    61.3
179206    6792.461    61.0    60.5
179207    7792.545    45.8    60.0
179208    8792.630    60.0    59.5
179209    9792.713    59.0    58.8
179210    0792.797    59.0    57.6
179211    1792.880    57.0    56.2
179212    2792.964    56.0    55.4
179301    1793.049    56.0    55.1
179302    2793.129    55.0    54.0
179303    3793.210    55.5    51.3
179304    4793.294    53.0    49.3
179305    5793.377    52.3    48.3
179306    6793.461    51.0    47.3
179307    7793.544    50.0    46.4
179308    8793.629    29.3    45.5
179309    9793.713    24.0    44.3
179310    0793.796    47.0    42.6
179311    1793.880    44.0    41.7
179312    2793.963    45.7    41.4
179401    1794.048    45.0    40.7
179402    2794.129    44.0    40.7
179403    3794.209    38.0    40.7
179404    4794.293    28.4    39.3
179405    5794.376    55.7    39.6
179406    6794.460    41.5    40.8
179407    7794.543    41.0    40.0
179408    8794.628    40.0    38.9
179409    9794.712    11.1    37.6
179410    0794.795    28.5    36.2
179411    1794.879    67.4    34.7
179412    2794.962    51.4    32.7
179501    1795.047    21.4    30.5
179502    2795.128    39.9    28.7
179503    3795.209    12.6    28.2
179504    4795.292    18.6    28.0
179505    5795.376    31.0    25.8
179506    6795.459    17.1    22.7
179507    7795.543    12.9    21.3
179508    8795.628    25.7    20.6
179509    9795.711    13.5    20.1
179510    0795.795    19.5    20.8
179511    1795.878    25.0    20.9
179512    2795.962    18.0    20.1
179601    1796.047    22.0    20.2
179602    2796.129    23.8    19.8
179603    3796.211    15.7    19.0
179604    4796.294    31.7    18.8
179605    5796.378    21.0    17.8
179606    6796.461     6.7    16.6
179607    7796.545    26.9    15.7
179608    8796.630     1.5    14.6
179609    9796.713    18.4    13.3
179610    0796.797    11.0    11.6
179611    1796.880     8.4     9.9
179612    2796.964     5.1     9.5
179701    1797.049    14.4     8.8
179702    2797.129     4.2     8.0
179703    3797.210     4.0     7.7
179704    4797.294     4.0     7.0
179705    5797.377     7.3     6.7
179706    6797.461    11.1     6.5
179707    7797.544     4.3     5.9
179708    8797.629     6.0     5.4
179709    9797.713     5.7     5.7
179710    0797.796     6.9     5.9
179711    1797.880     5.8     5.5
179712    2797.963     3.0     4.7
179801    1798.048     2.0     4.1
179802    2798.129     4.0     3.8
179803    3798.209    12.4     3.5
179804    4798.293     1.1     3.2
179805    5798.376     0.0     3.2
179806    6798.460     0.0     3.8
179807    7798.543     0.0     4.0
179808    8798.628     3.0     4.4
179809    9798.712     2.4     5.1
179810    0798.795     1.5     5.8
179811    1798.879    12.5     6.5
179812    2798.962     9.9     7.3
179901    1799.047     1.6     7.8
179902    2799.128    12.6     7.7
179903    3799.209    21.7     7.5
179904    4799.292     8.4     7.6
179905    5799.376     8.2     7.3
179906    6799.459    10.6     6.8
179907    7799.543     2.1     7.0
179908    8799.628     0.0     7.1
179909    9799.711     0.0     6.6
179910    0799.795     4.6     5.9
179911    1799.878     2.7     5.4
179912    2799.962     8.6     5.9
180001    1800.047     6.9     7.2
180002    2800.127     9.3     8.8
180003    3800.208    13.9    10.1
180004    4800.292     0.0    10.9
180005    5800.375     5.0    11.5
180006    6800.459    23.7    13.2
180007    7800.542    21.0    15.3
180008    8800.627    19.5    17.0
180009    9800.710    11.5    18.5
180010    0800.794    12.3    20.4
180011    1800.877    10.5    22.8
180012    2800.961    40.1    24.3
180101    1801.046    27.0    25.2
180102    2801.127    29.0    26.6
180103    3801.207    30.0    28.3
180104    4801.291    31.0    30.0
180105    5801.374    32.0    32.1
180106    6801.458    31.2    33.7
180107    7801.541    35.0    34.9
180108    8801.626    38.7    36.5
180109    9801.710    33.5    37.7
180110    0801.793    32.6    38.6
180111    1801.877    39.8    39.6
180112    2801.960    48.2    40.7
180201    1802.045    47.8    41.8
180202    2802.126    47.0    42.8
180203    3802.207    40.8    44.1
180204    4802.290    42.0    45.1
180205    5802.374    44.0    45.1
180206    6802.457    46.0    45.0
180207    7802.541    48.0    45.1
180208    8802.626    50.0    45.4
180209    9802.709    51.8    45.1
180210    0802.793    38.5    43.9
180211    1802.876    34.5    43.2
180212    2802.960    50.0    42.8
180301    1803.044    50.0    42.4
180302    2803.125    50.8    41.7
180303    3803.206    29.5    40.8
180304    4803.290    25.0    41.2
180305    5803.373    44.3    42.5
180306    6803.457    36.0    43.1
180307    7803.540    48.3    42.9
180308    8803.625    34.1    42.6
180309    9803.708    45.3    43.2
180310    0803.792    54.3    45.1
180311    1803.875    51.0    45.7
180312    2803.959    48.0    45.2
180401    1804.044    45.3    44.3
180402    2804.126    48.3    43.9
180403    3804.208    48.0    44.6
180404    4804.292    50.6    45.3
180405    5804.375    33.4    46.1
180406    6804.459    34.8    47.0
180407    7804.542    29.8    48.1
180408    8804.627    43.1    48.6
180409    9804.710    53.0    48.6
180410    0804.794    62.3    48.2
180411    1804.877    61.0    47.9
180412    2804.961    60.0    48.3
180501    1805.046    61.0    48.9
180502    2805.127    44.1    49.2
180503    3805.207    51.4    48.8
180504    4805.291    37.5    47.1
180505    5805.374    39.0    44.9
180506    6805.458    40.5    43.1
180507    7805.541    37.6    41.3
180508    8805.626    42.7    39.8
180509    9805.710    44.4    38.4
180510    0805.793    29.4    37.2
180511    1805.877    41.0    36.3
180512    2805.960    38.3    35.2
180601    1806.045    39.0    34.2
180602    2806.126    29.6    33.2
180603    3806.207    32.7    31.7
180604    4806.290    27.7    30.7
180605    5806.374    26.4    30.0
180606    6806.457    25.6    28.7
180607    7806.541    30.0    27.0
180608    8806.626    26.3    25.1
180609    9806.709    24.0    23.4
180610    0806.793    27.0    22.3
180611    1806.876    25.0    21.5
180612    2806.960    24.0    20.2
180701    1807.044    12.0    18.9
180702    2807.125    12.2    17.6
180703    3807.206     9.6    16.3
180704    4807.290    23.8    14.7
180705    5807.373    10.0    13.0
180706    6807.457    12.0    11.1
180707    7807.540    12.7     9.5
180708    8807.625    12.0     8.7
180709    9807.708     5.7     8.0
180710    0807.792     8.0     7.1
180711    1807.875     2.6     6.8
180712    2807.959     0.0     7.0
180801    1808.044     0.0     6.8
180802    2808.126     4.5     6.4
180803    3808.208     0.0     6.5
180804    4808.292    12.3     6.6
180805    5808.375    13.5     6.8
180806    6808.459    13.5     7.6
180807    7808.542     6.7     8.4
180808    8808.627     8.0     8.9
180809    9808.710    11.7     9.2
180810    0808.794     4.7     8.8
180811    1808.877    10.5     7.9
180812    2808.961    12.3     7.2
180901    1809.046     7.2     6.7
180902    2809.127     9.2     6.1
180903    3809.207     0.9     5.3
180904    4809.291     2.5     4.6
180905    5809.374     2.0     4.0
180906    6809.458     7.7     3.0
180907    7809.541     0.3     2.2
180908    8809.626     0.2     1.6
180909    9809.710     0.4     1.1
180910    0809.793     0.0     1.0
180911    1809.877     0.0     0.8
180912    2809.960     0.0     0.4
181001    1810.045     0.0     0.1
181002    2810.126     0.0     0.0
181003    3810.207     0.0     0.0
181004    4810.290     0.0     0.0
181005    5810.374     0.0     0.0
181006    6810.457     0.0     0.0
181007    7810.541     0.0     0.0
181008    8810.626     0.0     0.0
181009    9810.709     0.0     0.0
181010    0810.793     0.0     0.0
181011    1810.876     0.0     0.0
181012    2810.960     0.0     0.0
181101    1811.044     0.0     0.3
181102    2811.125     0.0     0.6
181103    3811.206     0.0     0.7
181104    4811.290     0.0     1.0
181105    5811.373     0.0     1.3
181106    6811.457     0.0     1.4
181107    7811.540     6.6     1.9
181108    8811.625     0.0     2.4
181109    9811.708     2.4     2.5
181110    0811.792     6.1     2.6
181111    1811.875     0.8     2.6
181112    2811.959     1.1     2.7
181201    1812.044    11.3     2.5
181202    2812.126     1.9     2.9
181203    3812.208     0.7     3.7
181204    4812.292     0.0     3.7
181205    5812.375     1.0     3.9
181206    6812.459     1.3     4.6
181207    7812.542     0.5     4.5
181208    8812.627    15.6     4.4
181209    9812.710     5.2     4.8
181210    0812.794     3.9     5.5
181211    1812.877     7.9     6.4
181212    2812.961    10.1     7.0
181301    1813.046     0.0     8.1
181302    2813.127    10.3     8.6
181303    3813.207     1.9     8.7
181304    4813.291    16.6    10.1
181305    5813.374     5.5    11.5
181306    6813.458    11.2    12.0
181307    7813.541    18.3    13.1
181308    8813.626     8.4    14.1
181309    9813.710    15.3    14.3
181310    0813.793    27.8    14.8
181311    1813.877    16.7    15.1
181312    2813.960    14.3    15.3
181401    1814.045    22.2    15.4
181402    2814.126    12.0    15.2
181403    3814.207     5.7    14.6
181404    4814.290    23.8    14.0
181405    5814.374     5.8    13.5
181406    6814.457    14.9    13.7
181407    7814.541    18.5    13.8
181408    8814.626     2.3    14.5
181409    9814.709     8.1    16.2
181410    0814.793    19.3    17.4
181411    1814.876    14.5    17.9
181412    2814.960    20.1    19.8
181501    1815.044    19.2    22.2
181502    2815.125    32.2    24.8
181503    3815.206    26.2    27.6
181504    4815.290    31.6    29.2
181505    5815.373     9.8    30.7
181506    6815.457    55.9    33.5
181507    7815.540    35.5    35.7
181508    8815.625    47.2    37.5
181509    9815.708    31.5    41.0
181510    0815.792    33.5    44.1
181511    1815.875    37.2    46.7
181512    2815.959    65.0    47.6
181601    1816.044    26.3    47.3
181602    2816.126    68.8    46.4
181603    3816.208    73.7    46.1
181604    4816.292    58.8    47.7
181605    5816.375    44.3    48.7
181606    6816.459    43.6    47.3
181607    7816.542    38.8    46.2
181608    8816.627    23.2    46.2
181609    9816.710    47.8    46.7
181610    0816.794    56.4    46.3
181611    1816.877    38.1    44.0
181612    2816.961    29.9    42.8
181701    1817.046    36.4    43.2
181702    2817.127    57.9    44.5
181703    3817.207    96.2    45.0
181704    4817.291    26.4    43.2
181705    5817.374    21.2    41.6
181706    6817.458    40.0    41.1
181707    7817.541    50.0    41.0
181708    8817.626    45.0    39.5
181709    9817.710    36.7    35.0
181710    0817.793    25.6    32.4
181711    1817.877    28.9    34.1
181712    2817.960    28.4    35.3
181801    1818.045    34.9    34.2
181802    2818.126    22.4    32.7
181803    3818.207    25.4    31.7
181804    4818.290    34.5    31.5
181805    5818.374    53.1    31.0
181806    6818.457    36.4    30.2
181807    7818.541    28.0    30.0
181808    8818.626    31.5    29.8
181809    9818.709    26.1    28.8
181810    0818.793    31.6    27.3
181811    1818.876    10.9    25.3
181812    2818.960    25.8    23.9
181901    1819.044    32.8    24.0
181902    2819.125    20.7    23.9
181903    3819.206     3.7    23.2
181904    4819.290    20.2    22.6
181905    5819.373    19.6    23.0
181906    6819.457    35.0    23.8
181907    7819.540    31.4    23.4
181908    8819.625    26.1    23.1
181909    9819.708    14.9    23.4
181910    0819.792    27.5    23.4
181911    1819.875    25.1    23.7
181912    2819.959    30.6    23.1
182001    1820.044    19.2    21.7
182002    2820.126    26.6    21.2
182003    3820.208     4.5    20.8
182004    4820.292    19.4    19.6
182005    5820.375    29.3    18.1
182006    6820.459    10.8    16.5
182007    7820.542    20.6    15.7
182008    8820.627    25.9    14.9
182009    9820.710     5.2    14.0
182010    0820.794     8.9    13.6
182011    1820.877     7.9    12.0
182012    2820.961     9.1    10.5
182101    1821.046    21.5     9.4
182102    2821.127     4.2     7.8
182103    3821.207     5.7     6.8
182104    4821.291     9.2     7.2
182105    5821.374     1.7     7.5
182106    6821.458     1.8     7.0
182107    7821.541     2.5     5.7
182108    8821.626     4.8     4.7
182109    9821.710     4.4     5.0
182110    0821.793    18.8     5.6
182111    1821.877     4.4     5.8
